POKEMON,DEX,TYPE 1,TYPE 2,TIER,RARITY,SRL,TAG,ITEM,ABILITY,EV SPREAD,NATURE,IV SPREAD,MOVE 1,MOVE 2,MOVE 3,MOVE 4,GENERATED (D),GENERATED (N),GENERATED (R),PICKED (D),PICKED (N),BANNED
Gallade,475,Psychic,Fighting,OU,ULTRA-RARE,1,,Galladite,Justified,252 Atk / 4 SpD / 252 Spe,Jolly,,Knock Off,Swords Dance,Close Combat,Zen Headbutt,0,0,0,0,0,0
Gallade,475,Psychic,Fighting,OU,ULTRA-RARE,1,,Galladite,Justified,252 Atk / 4 Def / 252 Spe,Jolly,,Swords Dance,Close Combat,Zen Headbutt,Ice Punch,0,0,0,0,0,0
Gallade,475,Psychic,Fighting,NU,COMMON,11,,Leftovers,Justified,168 HP / 172 SpD / 168 Spe,Careful,,Bulk Up,Drain Punch,Knock Off,Substitute,0,0,0,0,0,0
Gallade,475,Psychic,Fighting,OU,ULTRA-RARE,1,,Galladite,Justified,168 HP / 172 SpD / 168 Spe,Careful,,Substitute,Bulk Up,Drain Punch,Knock Off,0,0,0,0,0,0
Gallade,475,Psychic,Fighting,NU,COMMON,11,,Choice Scarf,Justified,252 Atk / 4 Def / 252 Spe,Jolly,,Close Combat,Memento,Knock Off,Zen Headbutt,0,0,0,0,0,0
Probopass,476,Rock,Steel,PU,COMMON,5,,Leftovers,Sturdy,252 HP / 252 SpD / 4 Spe,Calm,0 Atk,Flash Cannon,Volt Switch,Stealth Rock,Toxic,0,0,0,0,0,0
Probopass,476,Rock,Steel,PU,COMMON,5,,Quick Claw,Sturdy,252 HP / 252 Atk / 4 Def,Brave,,Explosion,Rock Blast,Volt Switch,Stealth Rock,0,0,0,0,0,0
Probopass,476,Rock,Steel,PU,COMMON,5,,Life Orb,Magnet Pull,252 SpA / 4 SpD / 252 Spe,Modest,0 Atk,Rock Polish,Power Gem,Flash Cannon,Earth Power,0,0,0,0,0,0
Probopass,476,Rock,Steel,PU,COMMON,5,,Air Balloon,Magnet Pull,168 HP / 172 SpA / 168 Spe,Modest,0 Atk,Power Gem,Stealth Rock,Magnet Rise,Earth Power,0,0,0,0,0,0
Probopass,476,Rock,Steel,PU,COMMON,5,,Leftovers,Magnet Pull,168 HP / 172 SpA / 168 Spe,Modest,0 Atk,Volt Switch,Flash Cannon,Earth Power,Thunder Wave,0,0,0,0,0,0
Probopass,476,Rock,Steel,PU,COMMON,5,,Leftovers,Magnet Pull,168 HP / 172 SpA / 168 Spe,Modest,0 Atk,Stealth Rock,Flash Cannon,Hidden Power [Fire],Earth Power,0,0,0,0,0,0
Dusknoir,477,Ghost,,PU,COMMON,3,,Leftovers,Pressure,252 HP / 252 Atk / 4 Def,Adamant,,Focus Punch,Will-O-Wisp,Substitute,Shadow Sneak,0,0,0,0,0,0
Dusknoir,477,Ghost,,PU,COMMON,3,TRICK,Mental Herb,Frisk,252 HP / 252 Atk / 4 Def,Brave,0 Spe,Memento,Trick Room,Shadow Sneak,Earthquake,0,0,0,0,0,0
Dusknoir,477,Ghost,,PU,COMMON,3,,Leftovers,Frisk,252 HP / 252 Atk / 4 Def,Relaxed,,Shadow Sneak,Ice Punch,Earthquake,Will-O-Wisp,0,0,0,0,0,0
Dusknoir,477,Ghost,,PU,COMMON,3,,Life Orb,Pressure,252 HP / 252 Atk / 4 Spe,Adamant,,Shadow Sneak,Sucker Punch,Earthquake,Ice Punch,0,0,0,0,0,0
Dusknoir,477,Ghost,,PU,COMMON,3,TRICK,Life Orb,Frisk,252 HP / 252 Atk / 4 Def,Brave,0 Spe,Trick Room,Ice Punch,Shadow Sneak,Earthquake,0,0,0,0,0,0
Dusknoir,477,Ghost,,PU,COMMON,3,,Choice Band,Frisk,252 HP / 252 Atk / 4 SpD,Adamant,,Trick,Shadow Sneak,Earthquake,Ice Punch,0,0,0,0,0,0
Froslass,478,Ice,Ghost,PU,COMMON,13,,Leftovers,Cursed Body,252 HP / 4 Def / 252 Spe,Timid,0 Atk,Spikes,Taunt,Will-O-Wisp,Hex,0,0,0,0,0,0
Froslass,478,Ice,Ghost,PU,COMMON,13,,Life Orb,Cursed Body,4 Def / 252 SpA / 252 Spe,Timid,0 Atk,Taunt,Spikes,Ice Beam,Shadow Ball,0,0,0,0,0,0
Froslass,478,Ice,Ghost,PU,COMMON,13,,Icium Z,Cursed Body,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Shadow Ball,Will-O-Wisp,Spikes,Ice Beam,0,0,0,0,0,0
Froslass,478,Ice,Ghost,PU,COMMON,13,,Ghostium Z,Cursed Body,4 Def / 252 SpA / 252 Spe,Timid,0 Atk,Spikes,Shadow Ball,Ice Beam,Destiny Bond,0,0,0,0,0,0
Froslass,478,Ice,Ghost,PU,COMMON,13,,Choice Specs,Cursed Body,4 Def / 252 SpA / 252 Spe,Timid,0 Atk,Ice Beam,Spikes,Trick,Shadow Ball,0,0,0,0,0,0
Froslass,478,Ice,Ghost,PU,COMMON,13,,Focus Sash,Cursed Body,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Destiny Bond,Icy Wind,Taunt,Spikes,0,0,0,0,0,0
Rotom,479,Electric,Ghost,NU,COMMON,10,,Choice Scarf,Levitate,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Volt Switch,Thunderbolt,Shadow Ball,Trick,0,0,0,0,0,0
Rotom,479,Electric,Ghost,NU,COMMON,10,,Iapapa Berry,Levitate,252 HP / 4 SpA / 252 Spe,Timid,0 Atk,Defog,Will-O-Wisp,Hex,Volt Switch,0,0,0,0,0,0
Rotom,479,Electric,Ghost,NU,COMMON,10,,Ghostium Z,Levitate,4 Def / 252 SpA / 252 Spe,Timid,0 Atk,Will-O-Wisp,Hex,Volt Switch,Thunderbolt,0,0,0,0,0,0
Rotom-Fan,479,Electric,Flying,Untiered,COMMON,11,RAIN,Damp Rock,Levitate,252 HP / 4 SpA / 252 Spe,Timid,0 Atk,Rain Dance,Volt Switch,Air Slash,Defog,0,0,0,0,0,0
Rotom-Fan,479,Electric,Flying,Untiered,COMMON,11,,Choice Scarf,Levitate,4 Def / 252 SpA / 252 Spe,Timid,0 Atk,Air Slash,Thunderbolt,Volt Switch,Trick,0,0,0,0,0,0
Rotom-Fan,479,Electric,Flying,Untiered,COMMON,11,,Iapapa Berry,Levitate,252 HP / 252 Def / 4 Spe,Bold,0 Atk,Volt Switch,Air Slash,Will-O-Wisp,Defog,0,0,0,0,0,0
Rotom-Frost,479,Electric,Ice,PU,COMMON,6,,Leftovers,Levitate,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Substitute,Thunderbolt,Blizzard,Will-O-Wisp,0,0,0,0,0,0
Rotom-Frost,479,Electric,Ice,PU,COMMON,6,,Icium Z,Levitate,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Blizzard,Pain Split,Substitute,Thunderbolt,0,0,0,0,0,0
Rotom-Frost,479,Electric,Ice,PU,COMMON,6,,Choice Scarf,Levitate,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Volt Switch,Blizzard,Thunderbolt,Trick,0,0,0,0,0,0
Rotom-Heat,479,Electric,Fire,UU,RARE,1,,Leftovers,Levitate,252 HP / 4 SpA / 252 Spe,Timid,0 Atk,Defog,Volt Switch,Overheat,Toxic,0,0,0,0,0,0
Rotom-Heat,479,Electric,Fire,UU,RARE,1,,Choice Specs,Levitate,252 HP / 252 SpA / 4 Spe,Modest,0 Atk,Trick,Overheat,Hidden Power [Ice],Volt Switch,0,0,0,0,0,0
Rotom-Heat,479,Electric,Fire,UU,RARE,1,,Firium Z,Levitate,252 HP / 252 SpD / 4 Spe,Calm,0 Atk,Overheat,Hidden Power [Ice],Will-O-Wisp,Volt Switch,0,0,0,0,0,0
Rotom-Mow,479,Electric,Grass,RU,RARE,0,,Iapapa Berry,Levitate,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Defog,Thunderbolt,Volt Switch,Leaf Storm,0,0,0,0,0,0
Rotom-Mow,479,Electric,Grass,RU,RARE,0,,Grassium Z,Levitate,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Leaf Storm,Volt Switch,Thunderbolt,Hidden Power [Fire],0,0,0,0,0,0
Rotom-Mow,479,Electric,Grass,RU,RARE,0,,Choice Scarf,Levitate,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Volt Switch,Leaf Storm,Hidden Power [Ice],Thunderbolt,0,0,0,0,0,0
Rotom-Wash,479,Electric,Water,OU,ULTRA-RARE,4,UBER,Wiki Berry,Levitate,252 HP / 252 Def / 4 Spe,Bold,0 Atk,Hydro Pump,Volt Switch,Will-O-Wisp,Defog,0,0,0,0,0,0
Rotom-Wash,479,Electric,Water,OU,ULTRA-RARE,4,,Choice Scarf,Levitate,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Volt Switch,Hydro Pump,Trick,Hidden Power [Ice],0,0,0,0,0,0
Rotom-Wash,479,Electric,Water,OU,ULTRA-RARE,4,,Waterium Z,Levitate,168 HP / 172 SpA / 168 Spe,Modest,0 Atk,Hidden Power [Fire],Defog,Hydro Pump,Volt Switch,0,0,0,0,0,0
Uxie,480,Psychic,,RU,RARE,4,,Leftovers,Levitate,252 HP / 4 Def / 252 Spe,Timid,,Stealth Rock,Psychic,U-turn,Protect,0,0,0,0,0,0
Uxie,480,Psychic,,RU,RARE,4,TRICK,Mental Herb,Levitate,168 HP / 172 Def / 168 SpD,Relaxed,0 Atk / 0 Spe,Trick Room,Stealth Rock,Memento,Magic Coat,0,0,0,0,0,0
Uxie,480,Psychic,,RU,RARE,4,TRICK,Red Card,Levitate,252 HP / 252 Def / 4 SpD,Relaxed,0 Spe,Psychic,U-turn,Trick Room,Stealth Rock,0,0,0,0,0,0
Mesprit,481,Psychic,,PU,COMMON,11,,Colbur Berry,Levitate,168 HP / 172 Def / 168 Spe,Bold,,Stealth Rock,Psychic,U-turn,Thunder Wave,0,0,0,0,0,0
Mesprit,481,Psychic,,PU,COMMON,11,,Fairium Z,Levitate,4 Def / 252 SpA / 252 Spe,Timid,0 Atk,Calm Mind,Psyshock,Dazzling Gleam,Hidden Power [Ground],0,0,0,0,0,0
Mesprit,481,Psychic,,PU,COMMON,11,,Choice Specs,Levitate,4 Def / 252 SpA / 252 Spe,Modest,0 Atk,Psychic,Dazzling Gleam,Ice Beam,Healing Wish,0,0,0,0,0,0
Mesprit,481,Psychic,,PU,COMMON,11,,Choice Scarf,Levitate,4 Def / 252 SpA / 252 Spe,Modest,,Dazzling Gleam,Psychic,Trick,U-turn,0,0,0,0,0,0
Mesprit,481,Psychic,,PU,COMMON,11,,Leftovers,Levitate,252 HP / 4 SpA / 252 Spe,Timid,0 Atk,Substitute,Calm Mind,Psyshock,Ice Beam,0,0,0,0,0,0
Mesprit,481,Psychic,,PU,COMMON,11,RAIN,Damp Rock,Levitate,252 HP / 252 Def / 4 Spe,Bold,,Rain Dance,Stealth Rock,U-turn,Psychic,0,0,0,0,0,0
Azelf,482,Psychic,,UU,RARE,4,,Focus Sash,Levitate,252 Atk / 4 SpD / 252 Spe,Jolly,,Explosion,Stealth Rock,Taunt,Knock Off,0,0,0,0,0,0
Azelf,482,Psychic,,UU,RARE,4,,Life Orb,Levitate,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Psyshock,Fire Blast,Grass Knot,Nasty Plot,0,0,0,0,0,0
Azelf,482,Psychic,,UU,RARE,4,,Electrium Z,Levitate,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Nasty Plot,Psychic,Fire Blast,Thunderbolt,0,0,0,0,0,0
Azelf,482,Psychic,,UU,RARE,4,,Choice Band,Levitate,252 Atk / 4 SpD / 252 Spe,Jolly,,Ice Punch,Zen Headbutt,Fire Punch,U-turn,0,0,0,0,0,0
Azelf,482,Psychic,,UU,RARE,4,,Life Orb,Levitate,252 SpA / 4 SpD / 252 Spe,Timid,,Fire Blast,Shadow Ball,U-turn,Psychic,0,0,0,0,0,0
Azelf,482,Psychic,,UU,RARE,4,,Light Clay,Levitate,252 HP / 4 Def / 252 Spe,Timid,,Stealth Rock,Taunt,Light Screen,Reflect,0,0,0,0,0,0
Dialga,483,Steel,Dragon,Uber,ULTRA-RARE,-1,,Life Orb,Pressure,168 HP / 172 SpA / 168 Spe,Modest,0 Atk,Thunder,Stealth Rock,Draco Meteor,Fire Blast,0,0,0,0,0,0
Dialga,483,Steel,Dragon,Uber,ULTRA-RARE,-1,,Shuca Berry,Pressure,168 HP / 172 SpA / 168 Spe,Modest,0 Atk,Stealth Rock,Ice Beam,Fire Blast,Toxic,0,0,0,0,0,0
Dialga,483,Steel,Dragon,Uber,ULTRA-RARE,-1,TRICK,Life Orb,Pressure,252 HP / 252 SpA / 4 SpD,Quiet,0 Atk / 0 Spe,Draco Meteor,Thunder,Fire Blast,Trick Room,0,0,0,0,0,0
Palkia,484,Water,Dragon,Uber,ULTRA-RARE,-1,,Life Orb,Pressure,4 Atk / 252 SpA / 252 Spe,Hasty,,Hydro Pump,Spacial Rend,Thunder,Fire Blast,0,0,0,0,0,0
Palkia,484,Water,Dragon,Uber,ULTRA-RARE,-1,TRICK,Life Orb,Pressure,252 HP / 252 SpA / 4 SpD,Quiet,0 Atk / 0 Spe,Trick Room,Hydro Pump,Spacial Rend,Thunder,0,0,0,0,0,0
Palkia,484,Water,Dragon,Uber,ULTRA-RARE,-1,,Lustrous Orb,Pressure,4 Atk / 252 SpA / 252 Spe,Timid,,Spacial Rend,Fire Blast,Dragon Tail,Hydro Pump,0,0,0,0,0,0
Heatran,485,Fire,Steel,OU,ULTRA-RARE,8,,Steelium Z,Flash Fire,4 Def / 252 SpA / 252 Spe,Modest,0 Atk,Flash Cannon,Lava Plume,Earth Power,Stealth Rock,0,0,0,0,0,0
Heatran,485,Fire,Steel,OU,ULTRA-RARE,8,,Leftovers,Flash Fire,168 HP / 172 SpD / 168 Spe,Calm,0 Atk,Lava Plume,Earth Power,Stealth Rock,Toxic,0,0,0,0,0,0
Heatran,485,Fire,Steel,OU,ULTRA-RARE,8,UBER,Air Balloon,Flash Fire,168 HP / 168 SpA / 172 Spe,Timid,0 Atk,Toxic,Magma Storm,Protect,Stealth Rock,0,0,0,0,0,0
Heatran,485,Fire,Steel,OU,ULTRA-RARE,8,,Choice Scarf,Flash Fire,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Fire Blast,Hidden Power [Ice],Flash Cannon,Earth Power,0,0,0,0,0,0
Heatran,485,Fire,Steel,OU,ULTRA-RARE,8,,Leftovers,Flash Fire,252 HP / 252 SpD / 4 Spe,Calm,,Earth Power,Stone Edge,Stealth Rock,Lava Plume,0,0,0,0,0,0
Heatran,485,Fire,Steel,OU,ULTRA-RARE,8,,Firium Z,Flash Fire,4 Def / 252 SpA / 252 Spe,Modest,0 Atk,Magma Storm,Taunt,Earth Power,Stealth Rock,0,0,0,0,0,0
Regigigas,486,Normal,,Untiered,COMMON,12,,Leftovers,Slow Start,252 Atk / 4 Def / 252 Spe,Adamant,,Rock Polish,Knock Off,Drain Punch,Return,0,0,0,0,0,0
Regigigas,486,Normal,,Untiered,COMMON,12,,Leftovers,Slow Start,252 HP / 252 Atk / 4 SpD,Adamant,,Knock Off,Toxic,Return,Substitute,0,0,0,0,0,0
Regigigas,486,Normal,,Untiered,COMMON,12,,Leftovers,Slow Start,252 HP / 252 Atk / 4 Def,Adamant,,Return,Knock Off,Thunder Wave,Drain Punch,0,0,0,0,0,0
Giratina,487,Ghost,Dragon,Uber,ULTRA-RARE,-1,,Leftovers,Pressure,252 HP / 252 Def / 4 SpD,Relaxed,0 Spe,Defog,Rest,Toxic,Roar,0,0,0,0,0,0
Giratina,487,Ghost,Dragon,Uber,ULTRA-RARE,-1,,Leftovers,Pressure,252 HP / 4 Def / 252 SpA,Modest,0 Atk,Will-O-Wisp,Dragon Pulse,Calm Mind,Hex,0,0,0,0,0,0
Giratina,487,Ghost,Dragon,Uber,ULTRA-RARE,-1,,Leftovers,Pressure,252 Def / 252 SpA / 4 SpD,Modest,0 Atk,Thunder Wave,Defog,Hex,Dragon Pulse,0,0,0,0,0,0
Giratina-Origin,487,Ghost,Dragon,Uber,ULTRA-RARE,-1,,Griseous Orb,Levitate,252 Def / 252 SpA / 4 SpD,Modest,0 Atk,Defog,Hex,Dragon Pulse,Thunder Wave,0,0,0,0,0,0
Giratina-Origin,487,Ghost,Dragon,Uber,ULTRA-RARE,-1,,Griseous Orb,Levitate,252 Atk / 252 Def / 4 SpD,Adamant,,Earthquake,Defog,Dragon Tail,Shadow Sneak,0,0,0,0,0,0
Giratina-Origin,487,Ghost,Dragon,Uber,ULTRA-RARE,-1,,Griseous Orb,Levitate,252 Def / 252 SpA / 4 SpD,Modest,0 Atk,Will-O-Wisp,Draco Meteor,Defog,Hex,0,0,0,0,0,0
Giratina-Origin,487,Ghost,Dragon,Uber,ULTRA-RARE,-1,,Griseous Orb,Levitate,252 Atk / 252 Def / 4 Spe,Adamant,,Shadow Sneak,Dragon Tail,Shadow Force,Defog,0,0,0,0,0,0
Cresselia,488,Psychic,,RU,RARE,7,TRICK,Mental Herb,Levitate,252 HP / 252 Def / 4 SpD,Relaxed,0 Spe,Trick Room,Moonlight,Ice Beam,Lunar Dance,0,0,0,0,0,0
Cresselia,488,Psychic,,RU,RARE,7,,Fairium Z,Levitate,168 HP / 168 Def / 172 Spe,Timid,0 Atk,Moonblast,Rest,Sleep Talk,Toxic,0,0,0,0,0,0
Cresselia,488,Psychic,,RU,RARE,7,,Rocky Helmet,Levitate,252 HP / 252 Def / 4 SpD,Bold,0 Atk,Psychic,Ice Beam,Thunder Wave,Moonlight,0,0,0,0,0,0
Cresselia,488,Psychic,,RU,RARE,7,,Leftovers,Levitate,168 HP / 172 Def / 168 Spe,Bold,0 Atk,Psyshock,Toxic,Moonlight,Moonblast,0,0,0,0,0,0
Cresselia,488,Psychic,,RU,RARE,7,UBER,Mental Herb,Levitate,252 HP / 252 Def / 4 SpD,Relaxed,0 Atk / 0 Spe,Lunar Dance,Trick Room,Ice Beam,Moonlight,0,0,0,0,0,0
Cresselia,488,Psychic,,RU,RARE,7,,Leftovers,Levitate,168 HP / 168 Def / 172 Spe,Timid,0 Atk,Calm Mind,Psyshock,Moonblast,Substitute,0,0,0,0,0,0
Phione,489,Water,,Untiered,COMMON,2,RAIN,Damp Rock,Hydration,252 HP / 252 Def / 4 SpD,Relaxed,0 Spe,Rain Dance,Heal Bell,U-turn,Scald,0,0,0,0,0,0
Phione,489,Water,,Untiered,COMMON,2,,Choice Specs,Hydration,252 SpA / 4 SpD / 252 Spe,Modest,0 Atk,Dazzling Gleam,Ice Beam,Scald,Hidden Power [Electric],0,0,0,0,0,0
Phione,489,Water,,Untiered,COMMON,2,,Leftovers,Hydration,252 HP / 252 Def / 4 SpD,Bold,0 Atk,Rest,Scald,Toxic,Sleep Talk,0,0,0,0,0,0
Manaphy,490,Water,,OU,ULTRA-RARE,9,RAIN,Waterium Z,Hydration,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Tail Glow,Surf,Psychic,Rain Dance,0,0,0,0,0,0
Manaphy,490,Water,,OU,ULTRA-RARE,9,,Leftovers,Hydration,4 Def / 252 SpA / 252 Spe,Timid,0 Atk,Tail Glow,Scald,Ice Beam,Psychic,0,0,0,0,0,0
Manaphy,490,Water,,OU,ULTRA-RARE,9,,Life Orb,Hydration,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Tail Glow,Surf,Energy Ball,Hidden Power [Fire],0,0,0,0,0,0
Darkrai,491,Dark,,Uber,ULTRA-RARE,-1,,Life Orb,Bad Dreams,4 Def / 252 SpA / 252 Spe,Timid,0 Atk,Hypnosis,Nasty Plot,Dark Pulse,Thunder,0,0,0,0,0,0
Darkrai,491,Dark,,Uber,ULTRA-RARE,-1,,Focus Sash,Bad Dreams,4 Def / 252 SpA / 252 Spe,Timid,0 Atk,Sludge Bomb,Hypnosis,Nasty Plot,Dark Pulse,0,0,0,0,0,0
Darkrai,491,Dark,,Uber,ULTRA-RARE,-1,,Choice Scarf,Bad Dreams,4 Def / 252 SpA / 252 Spe,Timid,0 Atk,Dark Pulse,Sludge Bomb,Thunder,Ice Beam,0,0,0,0,0,0
Darkrai,491,Dark,,Uber,ULTRA-RARE,-1,,Leftovers,Bad Dreams,4 Def / 252 SpA / 252 Spe,Timid,0 Atk,Disable,Dark Pulse,Hypnosis,Substitute,0,0,0,0,0,0
Shaymin,492,Grass,,RU,RARE,7,,Life Orb,Natural Cure,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Seed Flare,Earth Power,Psychic,Synthesis,0,0,0,0,0,0
Shaymin,492,Grass,,RU,RARE,7,,Choice Scarf,Natural Cure,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Seed Flare,Healing Wish,Psychic,Hidden Power [Ice],0,0,0,0,0,0
Shaymin,492,Grass,,RU,RARE,7,,Leftovers,Natural Cure,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Leech Seed,Substitute,Seed Flare,Air Slash,0,0,0,0,0,0
Shaymin,492,Grass,,RU,RARE,7,,Normalium Z,Natural Cure,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Earth Power,Celebrate,Air Slash,Seed Flare,0,0,0,0,0,0
Shaymin,492,Grass,,RU,RARE,7,,Life Orb,Natural Cure,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Rest,Seed Flare,Earth Power,Hidden Power [Ice],0,0,0,0,0,0
Shaymin,492,Grass,,RU,RARE,7,,Leftovers,Natural Cure,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Protect,Leech Seed,Seed Flare,Earth Power,0,0,0,0,0,0
Shaymin-Sky,492,Grass,Flying,Uber,ULTRA-RARE,0,,Life Orb,Serene Grace,4 Def / 252 SpA / 252 Spe,Timid,0 Atk,Hidden Power [Rock],Healing Wish,Air Slash,Seed Flare,0,0,0,0,0,0
Shaymin-Sky,492,Grass,Flying,Uber,ULTRA-RARE,0,,Choice Scarf,Serene Grace,4 Def / 252 SpA / 252 Spe,Timid,0 Atk,Seed Flare,Hidden Power [Ice],Healing Wish,Air Slash,0,0,0,0,0,0
Shaymin-Sky,492,Grass,Flying,Uber,ULTRA-RARE,0,,Leftovers,Serene Grace,4 Def / 252 SpA / 252 Spe,Timid,0 Atk,Substitute,Leech Seed,Seed Flare,Air Slash,0,0,0,0,0,0
Shaymin-Sky,492,Grass,Flying,Uber,ULTRA-RARE,0,,Metronome,Serene Grace,4 Def / 252 SpA / 252 Spe,Timid,0 Atk,Earth Power,Air Slash,Seed Flare,Healing Wish,0,0,0,0,0,0
Arceus,493,Normal,,Uber,ULTRA-RARE,-1,,Leftovers,Multitype,240 HP / 252 Atk / 16 Spe,Adamant,,Swords Dance,Extreme Speed,Shadow Claw,Substitute,0,0,0,0,0,0
Arceus,493,Normal,,Uber,ULTRA-RARE,-1,,Normalium Z,Multitype,168 HP / 172 Atk / 168 Spe,Adamant,,Swords Dance,Extreme Speed,Refresh,Shadow Claw,0,0,0,0,0,0
Arceus-Bug,493,Bug,,Uber,ULTRA-RARE,-1,,Insect Plate,Multitype,168 HP / 172 SpA / 168 Spe,Timid,0 Atk,Stealth Rock,Judgment,Recover,Toxic,0,0,0,0,0,0
Arceus-Dark,493,Dark,,Uber,ULTRA-RARE,-1,,Dread Plate,Multitype,168 HP / 168 Def / 172 Spe,Timid,0 Atk,Judgment,Recover,Ice Beam,Toxic,0,0,0,0,0,0
Arceus-Dark,493,Dark,,Uber,ULTRA-RARE,-1,,Dread Plate,Multitype,252 HP / 4 SpA / 252 Spe,Timid,0 Atk,Calm Mind,Refresh,Judgment,Recover,0,0,0,0,0,0
Arceus-Dragon,493,Dragon,,Uber,ULTRA-RARE,-1,,Draco Plate,Multitype,168 HP / 168 Def / 172 Spe,Timid,0 Atk,Defog,Recover,Will-O-Wisp,Judgment,0,0,0,0,0,0
Arceus-Dragon,493,Dragon,,Uber,ULTRA-RARE,-1,,Dragonium Z,Multitype,252 HP / 4 Atk / 252 Spe,Jolly,,Swords Dance,Outrage,Earthquake,Iron Tail,0,0,0,0,0,0
Arceus-Electric,493,Electric,,Uber,ULTRA-RARE,-1,,Zap Plate,Multitype,252 HP / 4 SpA / 252 Spe,Timid,0 Atk,Judgment,Calm Mind,Ice Beam,Recover,0,0,0,0,0,0
Arceus-Fairy,493,Fairy,,Uber,ULTRA-RARE,-1,,Pixie Plate,Multitype,252 HP / 4 Def / 252 Spe,Timid,0 Atk,Will-O-Wisp,Judgment,Stealth Rock,Recover,0,0,0,0,0,0
Arceus-Fairy,493,Fairy,,Uber,ULTRA-RARE,-1,,Pixie Plate,Multitype,252 HP / 4 Def / 252 Spe,Timid,0 Atk,Recover,Earth Power,Calm Mind,Judgment,0,0,0,0,0,0
Arceus-Fighting,493,Fighting,,Uber,ULTRA-RARE,-1,,Fist Plate,Multitype,252 SpA / 4 SpD / 252 Spe,Timid,,Judgment,Ice Beam,Stone Edge,Shadow Ball,0,0,0,0,0,0
Arceus-Fire,493,Fire,,Uber,ULTRA-RARE,-1,,Firium Z,Multitype,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Ice Beam,Thunder,Fire Blast,Calm Mind,0,0,0,0,0,0
Arceus-Flying,493,Flying,,Uber,ULTRA-RARE,-1,,Sky Plate,Multitype,252 HP / 4 SpA / 252 Spe,Timid,0 Atk,Refresh,Judgment,Recover,Calm Mind,0,0,0,0,0,0
Arceus-Flying,493,Flying,,Uber,ULTRA-RARE,-1,,Flyinium Z,Multitype,252 Atk / 4 Def / 252 Spe,Jolly,,Swords Dance,Fly,Earthquake,Stone Edge,0,0,0,0,0,0
Arceus-Ghost,493,Ghost,,Uber,ULTRA-RARE,-1,,Ghostium Z,Multitype,252 Atk / 4 Def / 252 Spe,Jolly,,Shadow Force,Swords Dance,Stone Edge,Substitute,0,0,0,0,0,0
Arceus-Grass,493,Grass,,Uber,ULTRA-RARE,-1,,Meadow Plate,Multitype,4 Def / 252 SpA / 252 Spe,Timid,,Grass Knot,Stone Edge,Ice Beam,Recover,0,0,0,0,0,0
Arceus-Ground,493,Ground,,Uber,ULTRA-RARE,-1,,Earth Plate,Multitype,252 Atk / 4 Def / 252 Spe,Jolly,,Swords Dance,Earthquake,Stone Edge,Recover,0,0,0,0,0,0
Arceus-Ground,493,Ground,,Uber,ULTRA-RARE,-1,,Earth Plate,Multitype,168 HP / 172 Def / 168 Spe,Bold,0 Atk,Recover,Ice Beam,Judgment,Toxic,0,0,0,0,0,0
Arceus-Ice,493,Ice,,Uber,ULTRA-RARE,-1,,Icicle Plate,Multitype,252 HP / 4 SpA / 252 Spe,Timid,0 Atk,Thunder,Recover,Calm Mind,Judgment,0,0,0,0,0,0
Arceus-Poison,493,Poison,,Uber,ULTRA-RARE,-1,,Toxic Plate,Multitype,168 HP / 172 Atk / 168 Spe,Adamant,,Poison Jab,Earthquake,Swords Dance,Extreme Speed,0,0,0,0,0,0
Arceus-Psychic,493,Psychic,,Uber,ULTRA-RARE,-1,,Mind Plate,Multitype,168 HP / 172 Def / 168 Spe,Bold,0 Atk,Fire Blast,Ice Beam,Recover,Toxic,0,0,0,0,0,0
Arceus-Rock,493,Rock,,Uber,ULTRA-RARE,-1,,Stone Plate,Multitype,252 HP / 4 SpA / 252 Spe,Timid,0 Atk,Defog,Will-O-Wisp,Judgment,Recover,0,0,0,0,0,0
Arceus-Rock,493,Rock,,Uber,ULTRA-RARE,-1,,Stone Plate,Multitype,252 HP / 4 SpA / 252 Spe,Timid,0 Atk,Judgment,Recover,Will-O-Wisp,Calm Mind,0,0,0,0,0,0
