POKEMON,DEX,TYPE 1,TYPE 2,TIER,RARITY,TAG,ITEM,ABILITY,EV SPREAD,NATURE,IV SPREAD,MOVE 1,MOVE 2,MOVE 3,MOVE 4,STATUS,GENERATED (D),GENERATED (N),GENERATED (R),PICKED (D),PICKED (N),BANNED
Hippowdon,450,Ground,,UU,RARE,SAND,Smooth Rock,Sand Stream,252 HP / 4 Def / 252 SpD,Sassy,0 Spe,Stealth Rock,Slack Off,Earthquake,Toxic,PASS,0,0,0,0,0,0
Hippowdon,450,Ground,,UU,RARE,SAND,Leftovers,Sand Stream,252 HP / 252 Def / 4 SpD,Impish,,Slack Off,Toxic,Stealth Rock,Earthquake,PASS,0,0,0,0,0,0
Hippowdon,450,Ground,,UU,RARE,,Lum Berry,Sand Stream,252 HP / 4 Atk / 252 SpD,Careful,,Stockpile,Earthquake,Toxic,Slack Off,PASS,0,0,0,0,0,0
Hippowdon,450,Ground,,UU,RARE,,Choice Band,Sand Stream,252 HP / 252 Atk / 4 Def,Adamant,,Earthquake,Fire Fang,Stone Edge,Ice Fang,PASS,0,0,0,0,0,0
Hippowdon,450,Ground,,UU,RARE,TRICK,Rocky Helmet,Sand Stream,252 HP / 252 Def / 4 SpD,Relaxed,0 Spe,Stealth Rock,Yawn,Earthquake,Slack Off,PASS,0,0,0,0,0,0
Skorupi,451,Poison,Bug,LC,NONE,,Eviolite,Battle Armor,196 HP / 36 Atk / 36 Def / 236 Spe,Jolly,,Toxic Spikes,Taunt,Poison Jab,Knock Off,PASS,0,0,0,0,0,0
Drapion,452,Poison,Dark,RU,RARE,,Waterium Z,Sniper,252 Atk / 4 Def / 252 Spe,Jolly,,Swords Dance,Knock Off,Aqua Tail,Poison Jab,PASS,0,0,0,0,0,0
Drapion,452,Poison,Dark,RU,RARE,,Choice Scarf,Sniper,252 Atk / 4 SpD / 252 Spe,Adamant,,Earthquake,Poison Jab,Knock Off,Pursuit,PASS,0,0,0,0,0,0
Drapion,452,Poison,Dark,RU,RARE,,Choice Band,Sniper,252 Atk / 4 Def / 252 Spe,Jolly,,Pursuit,Ice Fang,Poison Jab,Knock Off,PASS,0,0,0,0,0,0
Drapion,452,Poison,Dark,RU,RARE,,Life Orb,Sniper,252 Atk / 4 SpD / 252 Spe,Jolly,,Substitute,Swords Dance,Knock Off,Poison Jab,PASS,0,0,0,0,0,0
Drapion,452,Poison,Dark,RU,RARE,,Leftovers,Battle Armor,252 HP / 4 Def / 252 SpD,Careful,,Taunt,Pursuit,Toxic Spikes,Whirlwind,PASS,0,0,0,0,0,0
Drapion,452,Poison,Dark,RU,RARE,,Leftovers,Battle Armor,252 HP / 252 Def / 4 SpD,Impish,,Toxic,Knock Off,Protect,Taunt,PASS,0,0,0,0,0,0
Croagunk,453,Poison,Fighting,LC,NONE,,Eviolite,Dry Skin,52 HP / 116 Def / 188 SpA / 116 SpD / 36 Spe,Modest,0 Atk,Nasty Plot,Sludge Bomb,Focus Blast,Vacuum Wave,PASS,0,0,0,0,0,0
Croagunk,453,Poison,Fighting,LC,NONE,,Eviolite,Dry Skin,132 HP / 28 Atk / 116 Def / 108 SpA / 116 SpD,Quiet,,Knock Off,Sludge Bomb,Vacuum Wave,Drain Punch,PASS,0,0,0,0,0,0
Croagunk,453,Poison,Fighting,LC,NONE,,Eviolite,Dry Skin,52 HP / 188 Atk / 116 Def / 116 SpD / 36 Spe,Adamant,,Drain Punch,Gunk Shot,Thief,Sucker Punch,PASS,0,0,0,0,0,0
Toxicroak,454,Poison,Fighting,RU,RARE,,Leftovers,Dry Skin,252 Atk / 4 SpD / 252 Spe,Jolly,,Substitute,Focus Punch,Gunk Shot,Sucker Punch,PASS,0,0,0,0,0,0
Toxicroak,454,Poison,Fighting,RU,RARE,,Life Orb,Dry Skin,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Sludge Wave,Focus Blast,Nasty Plot,Dark Pulse,PASS,0,0,0,0,0,0
Toxicroak,454,Poison,Fighting,RU,RARE,,Darkinium Z,Dry Skin,252 Atk / 4 Def / 252 Spe,Jolly,,Gunk Shot,Drain Punch,Swords Dance,Sucker Punch,PASS,0,0,0,0,0,0
Toxicroak,454,Poison,Fighting,RU,RARE,,Ghostium Z,Dry Skin,168 HP / 172 Def / 168 Spe,Impish,,Spite,Knock Off,Drain Punch,Poison Jab,PASS,0,0,0,0,0,0
Toxicroak,454,Poison,Fighting,RU,RARE,,Poisonium Z,Dry Skin,252 Atk / 4 SpD / 252 Spe,Jolly,,Gunk Shot,Swords Dance,Sucker Punch,Drain Punch,PASS,0,0,0,0,0,0
Toxicroak,454,Poison,Fighting,RU,RARE,,Life Orb,Dry Skin,252 Atk / 4 SpD / 252 Spe,Jolly,,Swords Dance,Ice Punch,Drain Punch,Gunk Shot,PASS,0,0,0,0,0,0
Carnivine,455,Grass,,Untiered,COMMON,TRICK,Life Orb,Levitate,252 HP / 252 Atk / 4 Def,Brave,0 Spe,Sleep Powder,Swords Dance,Power Whip,Knock Off,PASS,0,0,0,0,0,0
Carnivine,455,Grass,,Untiered,COMMON,,Grassium Z,Levitate,252 HP / 252 Atk / 4 Spe,Adamant,,Swords Dance,Power Whip,Knock Off,Sleep Powder,PASS,0,0,0,0,0,0
Carnivine,455,Grass,,Untiered,COMMON,,Leftovers,Levitate,252 HP / 4 SpA / 252 SpD,Calm,0 Atk,Leech Seed,Sleep Powder,Substitute,Giga Drain,PASS,0,0,0,0,0,0
Finneon,456,Water,,LC,NONE,,Berry Juice,Storm Drain,44 HP / 232 Def / 48 SpA / 112 SpD / 72 Spe,Bold,,Hidden Power [Fighting],Defog,Scald,U-turn,PASS,0,0,0,0,0,0
Lumineon,457,Water,,Untiered,COMMON,,Leftovers,Storm Drain,252 HP / 252 Def / 4 SpD,Bold,,Defog,Scald,U-turn,Toxic,PASS,0,0,0,0,0,0
Lumineon,457,Water,,Untiered,COMMON,RAIN,Damp Rock,Swift Swim,252 HP / 252 Def / 4 SpD,Bold,,Rain Dance,Defog,Scald,U-turn,PASS,0,0,0,0,0,0
Lumineon,457,Water,,Untiered,COMMON,,Leftovers,Storm Drain,252 HP / 252 Def / 4 SpD,Bold,,Whirlpool,Toxic,Protect,Scald,PASS,0,0,0,0,0,0
Mantyke,458,Water,Flying,LC,NONE,RAIN,Life Orb,Swift Swim,36 Def / 200 SpA / 36 SpD / 196 Spe,Modest,9 HP / 0 Atk,Air Slash,Hidden Power [Ground],Rain Dance,Hydro Pump,PASS,0,0,0,0,0,0
Snover,459,Grass,Ice,LC,NONE,,Choice Scarf,Snow Warning,104 Atk / 184 SpA / 200 Spe,Naive,,Blizzard,Giga Drain,Ice Shard,Hidden Power [Ground],PASS,0,0,0,0,0,0
Snover,459,Grass,Ice,LC,NONE,,Eviolite,Snow Warning,36 HP / 104 Atk / 40 Def / 184 SpA / 120 SpD,Quiet,,Hidden Power [Ground],Blizzard,Giga Drain,Ice Shard,PASS,0,0,0,0,0,0
Snover,459,Grass,Ice,LC,NONE,HAIL,Icy Rock,Snow Warning,36 HP / 104 Atk / 40 Def / 184 SpA / 120 SpD,Quiet,,Giga Drain,Ice Shard,Hidden Power [Ground],Blizzard,PASS,0,0,0,0,0,0
Abomasnow,460,Ice,Grass,PU,COMMON,,Choice Scarf,Snow Warning,4 Atk / 252 SpA / 252 Spe,Naive,,Blizzard,Giga Drain,Focus Blast,Earthquake,PASS,0,0,0,0,0,0
Abomasnow,460,Ice,Grass,RU,RARE,,Abomasite,Soundproof,168 Atk / 172 SpA / 168 Spe,Rash,,Focus Blast,Blizzard,Ice Shard,Wood Hammer,PASS,0,0,0,0,0,0
Abomasnow,460,Ice,Grass,PU,COMMON,,Grassium Z,Snow Warning,252 Atk / 4 SpA / 252 Spe,Jolly,,Earthquake,Swords Dance,Wood Hammer,Ice Shard,PASS,0,0,0,0,0,0
Abomasnow,460,Ice,Grass,RU,RARE,HAIL,Abomasite,Snow Warning,252 Atk / 4 Def / 252 Spe,Adamant,,Swords Dance,Wood Hammer,Ice Shard,Earthquake,PASS,0,0,0,0,0,0
Abomasnow,460,Ice,Grass,PU,COMMON,HAIL,Life Orb,Snow Warning,4 Atk / 252 SpA / 252 Spe,Hasty,,Blizzard,Giga Drain,Earthquake,Ice Shard,PASS,0,0,0,0,0,0
Abomasnow,460,Ice,Grass,PU,COMMON,,Leftovers,Snow Warning,252 HP / 4 SpA / 252 SpD,Calm,0 Atk,Substitute,Leech Seed,Giga Drain,Blizzard,PASS,0,0,0,0,0,0
Weavile,461,Ice,Dark,OU,ULTRA-RARE,,Fightinium Z,Pickpocket,252 Atk / 4 SpD / 252 Spe,Jolly,,Low Kick,Icicle Crash,Knock Off,Swords Dance,PASS,0,0,0,0,0,0
Weavile,461,Ice,Dark,OU,ULTRA-RARE,,Choice Band,Pickpocket,252 Atk / 4 SpD / 252 Spe,Jolly,,Pursuit,Knock Off,Icicle Crash,Ice Shard,PASS,0,0,0,0,0,0
Weavile,461,Ice,Dark,OU,ULTRA-RARE,,Life Orb,Pickpocket,252 Atk / 4 Def / 252 Spe,Jolly,,Icicle Crash,Fake Out,Ice Shard,Knock Off,PASS,0,0,0,0,0,0
Magnezone,462,Electric,Steel,OU,ULTRA-RARE,,Choice Scarf,Magnet Pull,4 Def / 252 SpA / 252 Spe,Timid,0 Atk,Thunderbolt,Hidden Power [Fire],Volt Switch,Flash Cannon,PASS,0,0,0,0,0,0
Magnezone,462,Electric,Steel,OU,ULTRA-RARE,,Assault Vest,Analytic,252 HP / 252 SpA / 4 Spe,Modest,0 Atk,Hidden Power [Ice],Thunderbolt,Flash Cannon,Volt Switch,PASS,0,0,0,0,0,0
Magnezone,462,Electric,Steel,OU,ULTRA-RARE,,Choice Specs,Magnet Pull,252 SpA / 4 SpD / 252 Spe,Modest,0 Atk,Volt Switch,Flash Cannon,Hidden Power [Fire],Thunderbolt,PASS,0,0,0,0,0,0
Magnezone,462,Electric,Steel,OU,ULTRA-RARE,,Electrium Z,Magnet Pull,252 SpA / 4 SpD / 252 Spe,Modest,0 Atk,Substitute,Thunderbolt,Flash Cannon,Hidden Power [Fire],PASS,0,0,0,0,0,0
Magnezone,462,Electric,Steel,OU,ULTRA-RARE,,Steelium Z,Magnet Pull,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Hidden Power [Fire],Substitute,Thunderbolt,Flash Cannon,PASS,0,0,0,0,0,0
Magnezone,462,Electric,Steel,OU,ULTRA-RARE,,Leftovers,Magnet Pull,168 HP / 172 SpA / 168 Spe,Modest,0 Atk,Thunderbolt,Flash Cannon,Hidden Power [Fire],Substitute,PASS,0,0,0,0,0,0
Lickilicky,463,Normal,,Untiered,COMMON,RAIN,Damp Rock,Oblivious,252 HP / 4 Atk / 252 SpD,Careful,,Toxic,Rain Dance,Return,Wish,PASS,0,0,0,0,0,0
Lickilicky,463,Normal,,Untiered,COMMON,SUN,Heat Rock,Oblivious,252 HP / 4 Atk / 252 SpD,Careful,,Return,Sunny Day,Wish,Heal Bell,PASS,0,0,0,0,0,0
Lickilicky,463,Normal,,Untiered,COMMON,,Life Orb,Oblivious,168 HP / 172 Atk / 168 Spe,Adamant,,Return,Knock Off,Earthquake,Swords Dance,PASS,0,0,0,0,0,0
Lickilicky,463,Normal,,Untiered,COMMON,TRICK,Normalium Z,Own Tempo,252 HP / 252 Atk / 4 SpD,Brave,0 Spe,Belly Drum,Return,Knock Off,Hammer Arm,PASS,0,0,0,0,0,0
Lickilicky,463,Normal,,Untiered,COMMON,,Leftovers,Oblivious,252 HP / 4 Atk / 252 SpD,Calm,0 Atk,Wish,Protect,Heal Bell,Seismic Toss,PASS,0,0,0,0,0,0
Lickilicky,463,Normal,,Untiered,COMMON,,Leftovers,Oblivious,252 HP / 4 Atk / 252 SpD,Careful,,Seismic Toss,Wish,Protect,Toxic,PASS,0,0,0,0,0,0
Rhyperior,464,Rock,Ground,RU,RARE,,Leftovers,Solid Rock,252 HP / 4 Atk / 252 SpD,Adamant,,Swords Dance,Megahorn,Earthquake,Stealth Rock,PASS,0,0,0,0,0,0
Rhyperior,464,Rock,Ground,RU,RARE,,Weakness Policy,Solid Rock,252 HP / 4 Atk / 252 Def,Impish,,Rock Slide,Fire Punch,Ice Punch,Earthquake,PASS,0,0,0,0,0,0
Rhyperior,464,Rock,Ground,RU,RARE,,Rockium Z,Solid Rock,252 HP / 252 Atk / 4 SpD,Brave,0 Spe,Earthquake,Stone Edge,Swords Dance,Ice Punch,PASS,0,0,0,0,0,0
Rhyperior,464,Rock,Ground,RU,RARE,,Leftovers,Solid Rock,252 HP / 4 Atk / 252 SpD,Adamant,,Stealth Rock,Earthquake,Rock Blast,Toxic,PASS,0,0,0,0,0,0
Rhyperior,464,Rock,Ground,RU,RARE,,Choice Band,Solid Rock,252 Atk / 4 SpD / 252 Spe,Adamant,,Ice Punch,Stone Edge,Earthquake,Megahorn,PASS,0,0,0,0,0,0
Rhyperior,464,Rock,Ground,RU,RARE,,Leftovers,Solid Rock,252 Atk / 4 Def / 252 Spe,Jolly,,Rock Polish,Swords Dance,Stone Edge,Earthquake,PASS,0,0,0,0,0,0
Tangrowth,465,Grass,,OU,ULTRA-RARE,,Life Orb,Regenerator,252 HP / 252 Atk / 4 SpD,Rash,,Power Whip,Knock Off,Earthquake,Poison Jab,PASS,0,0,0,0,0,0
Tangrowth,465,Grass,,OU,ULTRA-RARE,,Rocky Helmet,Regenerator,252 HP / 4 Atk / 252 Def,Relaxed,,Sleep Powder,Hidden Power [Fire],Giga Drain,Knock Off,PASS,0,0,0,0,0,0
Tangrowth,465,Grass,,OU,ULTRA-RARE,,Assault Vest,Regenerator,252 HP / 4 Def / 252 SpD,Sassy,,Giga Drain,Knock Off,Hidden Power [Ice],Sludge Bomb,PASS,0,0,0,0,0,0
Tangrowth,465,Grass,,OU,ULTRA-RARE,TRICK,Assault Vest,Regenerator,252 HP / 252 SpA / 4 SpD,Quiet,0 Spe,Hidden Power [Fire],Sludge Bomb,Giga Drain,Knock Off,PASS,0,0,0,0,0,0
Tangrowth,465,Grass,,OU,ULTRA-RARE,,Assault Vest,Regenerator,252 HP / 4 Def / 252 SpD,Sassy,,Earthquake,Giga Drain,Knock Off,Hidden Power [Ice],PASS,0,0,0,0,0,0
Tangrowth,465,Grass,,OU,ULTRA-RARE,TRICK,Grassium Z,Regenerator,252 HP / 252 Atk / 4 SpD,Brave,0 Spe,Swords Dance,Power Whip,Earthquake,Hidden Power [Fire],PASS,0,0,0,0,0,0
Electivire,466,Electric,,Untiered,COMMON,,Life Orb,Motor Drive,4 Atk / 252 SpA / 252 Spe,Naive,,Thunderbolt,Earthquake,Flamethrower,Ice Punch,PASS,0,0,0,0,0,0
Electivire,466,Electric,,Untiered,COMMON,,Life Orb,Motor Drive,4 Atk / 252 SpA / 252 Spe,Naive,,Volt Switch,Focus Blast,Earthquake,Flamethrower,PASS,0,0,0,0,0,0
Electivire,466,Electric,,Untiered,COMMON,,Expert Belt,Motor Drive,252 Atk / 4 SpA / 252 Spe,Hasty,,Fire Punch,Ice Punch,Wild Charge,Hidden Power [Grass],PASS,0,0,0,0,0,0
Electivire,466,Electric,,Untiered,COMMON,,Choice Band,Motor Drive,252 Atk / 4 SpA / 252 Spe,Jolly,,Wild Charge,Cross Chop,Fire Punch,Ice Punch,PASS,0,0,0,0,0,0
Electivire,466,Electric,,Untiered,COMMON,,Life Orb,Motor Drive,4 Atk / 252 SpA / 252 Spe,Hasty,,Thunderbolt,Flamethrower,Earthquake,Hidden Power [Grass],PASS,0,0,0,0,0,0
Electivire,466,Electric,,Untiered,COMMON,,Choice Scarf,Motor Drive,4 Atk / 252 SpA / 252 Spe,Naive,,Volt Switch,Ice Punch,Flamethrower,Earthquake,PASS,0,0,0,0,0,0
Magmortar,467,Fire,,NU,COMMON,,Fightinium Z,Vital Spirit,252 SpA / 4 SpD / 252 Spe,Modest,0 Atk,Fire Blast,Thunderbolt,Hidden Power [Grass],Focus Blast,PASS,0,0,0,0,0,0
Magmortar,467,Fire,,NU,COMMON,,Assault Vest,Vital Spirit,168 HP / 172 SpA / 168 Spe,Modest,0 Atk,Hidden Power [Grass],Focus Blast,Fire Blast,Thunderbolt,PASS,0,0,0,0,0,0
Magmortar,467,Fire,,NU,COMMON,,Electrium Z,Vital Spirit,252 SpA / 4 SpD / 252 Spe,Modest,0 Atk,Focus Blast,Fire Blast,Thunderbolt,Taunt,PASS,0,0,0,0,0,0
Togekiss,468,Fairy,Flying,UU,RARE,BATON,Leftovers,Serene Grace,252 HP / 4 Def / 252 Spe,Timid,0 Atk,Air Slash,Baton Pass,Nasty Plot,Substitute,PASS,0,0,0,0,0,0
Togekiss,468,Fairy,Flying,UU,RARE,,Choice Specs,Serene Grace,4 Def / 252 SpA / 252 Spe,Timid,0 Atk,Aura Sphere,Fire Blast,Air Slash,Dazzling Gleam,PASS,0,0,0,0,0,0
Togekiss,468,Fairy,Flying,UU,RARE,,Choice Scarf,Serene Grace,4 Def / 252 SpA / 252 Spe,Timid,0 Atk,Dazzling Gleam,Air Slash,Flamethrower,Trick,PASS,0,0,0,0,0,0
Togekiss,468,Fairy,Flying,UU,RARE,,Leftovers,Serene Grace,168 HP / 172 Def / 168 Spe,Bold,0 Atk,Air Slash,Heal Bell,Roost,Defog,PASS,0,0,0,0,0,0
Togekiss,468,Fairy,Flying,UU,RARE,,Leftovers,Serene Grace,252 HP / 4 SpA / 252 Spe,Timid,0 Atk,Roost,Nasty Plot,Thunder Wave,Air Slash,PASS,0,0,0,0,0,0
Togekiss,468,Fairy,Flying,UU,RARE,,Fightinium Z,Serene Grace,4 Def / 252 SpA / 252 Spe,Timid,0 Atk,Nasty Plot,Air Slash,Aura Sphere,Roost,PASS,0,0,0,0,0,0
Yanmega,469,Bug,Flying,RU,RARE,,Life Orb,Tinted Lens,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Giga Drain,Ancient Power,Air Slash,Bug Buzz,PASS,0,0,0,0,0,0
Yanmega,469,Bug,Flying,RU,RARE,,Choice Specs,Tinted Lens,4 Def / 252 SpA / 252 Spe,Timid,0 Atk,Bug Buzz,Air Slash,U-turn,Giga Drain,PASS,0,0,0,0,0,0
Yanmega,469,Bug,Flying,RU,RARE,,Life Orb,Speed Boost,4 Def / 252 SpA / 252 Spe,Modest,0 Atk,Protect,Bug Buzz,Air Slash,Giga Drain,PASS,0,0,0,0,0,0
Leafeon,470,Grass,,PU,COMMON,,Normalium Z,Chlorophyll,252 Atk / 4 SpD / 252 Spe,Adamant,,Leaf Blade,Celebrate,Knock Off,Double-Edge,PASS,0,0,0,0,0,0
Leafeon,470,Grass,,PU,COMMON,SUN,Normalium Z,Chlorophyll,252 Atk / 4 Def / 252 Spe,Adamant,,Knock Off,Leaf Blade,Double-Edge,Swords Dance,PASS,0,0,0,0,0,0
Leafeon,470,Grass,,PU,COMMON,BATON,Life Orb,Chlorophyll,252 Atk / 4 Def / 252 Spe,Jolly,,Swords Dance,Knock Off,Leaf Blade,Baton Pass,PASS,0,0,0,0,0,0
Glaceon,471,Ice,,Untiered,COMMON,,Choice Specs,Ice Body,4 Def / 252 SpA / 252 Spe,Timid,0 Atk,Ice Beam,Shadow Ball,Hidden Power [Fighting],Frost Breath,PASS,0,0,0,0,0,0
Glaceon,471,Ice,,Untiered,COMMON,HAIL,Light Clay,Ice Body,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Shadow Ball,Blizzard,Aurora Veil,Hidden Power [Ground],PASS,0,0,0,0,0,0
Glaceon,471,Ice,,Untiered,COMMON,,Normalium Z,Ice Body,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Hidden Power [Fighting],Ice Beam,Shadow Ball,Celebrate,PASS,0,0,0,0,0,0
Gliscor,472,Ground,Flying,OU,ULTRA-RARE,,Toxic Orb,Poison Heal,252 HP / 252 Def / 4 Spe,Impish,,Substitute,Toxic,Earthquake,Taunt,PASS,0,0,0,0,0,0
Gliscor,472,Ground,Flying,OU,ULTRA-RARE,,Toxic Orb,Poison Heal,252 Atk / 4 Def / 252 Spe,Jolly,,Fling,Acrobatics,Stone Edge,Earthquake,PASS,0,0,0,0,0,0
Gliscor,472,Ground,Flying,OU,ULTRA-RARE,,Life Orb,Poison Heal,252 Atk / 4 SpD / 252 Spe,Jolly,,Earthquake,Ice Fang,Swords Dance,Stone Edge,PASS,0,0,0,0,0,0
Gliscor,472,Ground,Flying,OU,ULTRA-RARE,,Toxic Orb,Poison Heal,168 HP / 168 SpD / 172 Spe,Jolly,,Roost,Stealth Rock,Earthquake,Toxic,PASS,0,0,0,0,0,0
Gliscor,472,Ground,Flying,OU,ULTRA-RARE,,Toxic Orb,Poison Heal,168 HP / 168 SpD / 172 Spe,Jolly,,Swords Dance,Roost,Facade,Earthquake,PASS,0,0,0,0,0,0
Gliscor,472,Ground,Flying,OU,ULTRA-RARE,,Toxic Orb,Poison Heal,168 HP / 168 SpD / 172 Spe,Jolly,,Earthquake,Defog,Roost,Taunt,PASS,0,0,0,0,0,0
Mamoswine,473,Ground,Ice,UU,RARE,,Life Orb,Thick Fat,252 Atk / 4 SpD / 252 Spe,Adamant,,Earthquake,Icicle Crash,Ice Shard,Stealth Rock,PASS,0,0,0,0,0,0
Mamoswine,473,Ground,Ice,UU,RARE,,Focus Sash,Oblivious,252 Atk / 4 Def / 252 Spe,Jolly,,Stealth Rock,Ice Shard,Earthquake,Endeavor,PASS,0,0,0,0,0,0
Mamoswine,473,Ground,Ice,UU,RARE,HAIL,Choice Scarf,Thick Fat,252 Atk / 4 SpD / 252 Spe,Jolly,,Ice Shard,Earthquake,Superpower,Icicle Crash,PASS,0,0,0,0,0,0
Porygon-Z,474,Normal,,OU,ULTRA-RARE,,Normalium Z,Adaptability,4 Def / 252 SpA / 252 Spe,Timid,0 Atk,Hyper Beam,Nasty Plot,Thunderbolt,Ice Beam,PASS,0,0,0,0,0,0
Porygon-Z,474,Normal,,OU,ULTRA-RARE,,Choice Scarf,Adaptability,4 Def / 252 SpA / 252 Spe,Modest,0 Atk,Tri Attack,Thunderbolt,Ice Beam,Trick,PASS,0,0,0,0,0,0
Porygon-Z,474,Normal,,OU,ULTRA-RARE,,Normalium Z,Adaptability,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Shadow Ball,Ice Beam,Thunderbolt,Conversion,PASS,0,0,0,0,0,0
Porygon-Z,474,Normal,,OU,ULTRA-RARE,,Normalium Z,Adaptability,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Thunderbolt,Ice Beam,Recover,Conversion,PASS,0,0,0,0,0,0
Porygon-Z,474,Normal,,OU,ULTRA-RARE,,Life Orb,Download,168 HP / 168 SpA / 172 Spe,Modest,0 Atk,Nasty Plot,Agility,Tri Attack,Dark Pulse,PASS,0,0,0,0,0,0
Porygon-Z,474,Normal,,OU,ULTRA-RARE,,Leftovers,Adaptability,252 SpA / 4 SpD / 252 Spe,Modest,0 Atk,Thunderbolt,Ice Beam,Recover,Tri Attack,PASS,0,0,0,0,0,0
Gallade,475,Psychic,Fighting,NU,COMMON,,Life Orb,Justified,252 Atk / 4 SpD / 252 Spe,Jolly,,Psycho Cut,Leaf Blade,Swords Dance,Close Combat,PASS,0,0,0,0,0,0
Gallade,475,Psychic,Fighting,OU,ULTRA-RARE,,Galladite,Justified,252 Atk / 4 SpD / 252 Spe,Jolly,,Knock Off,Swords Dance,Close Combat,Zen Headbutt,PASS,0,0,0,0,0,0
Gallade,475,Psychic,Fighting,OU,ULTRA-RARE,,Galladite,Justified,252 Atk / 4 Def / 252 Spe,Jolly,,Swords Dance,Close Combat,Zen Headbutt,Ice Punch,PASS,0,0,0,0,0,0
Gallade,475,Psychic,Fighting,NU,COMMON,,Leftovers,Justified,168 HP / 172 SpD / 168 Spe,Careful,,Bulk Up,Drain Punch,Knock Off,Substitute,PASS,0,0,0,0,0,0
Gallade,475,Psychic,Fighting,OU,ULTRA-RARE,,Galladite,Justified,168 HP / 172 SpD / 168 Spe,Careful,,Substitute,Bulk Up,Drain Punch,Knock Off,PASS,0,0,0,0,0,0
Gallade,475,Psychic,Fighting,NU,COMMON,,Choice Scarf,Justified,252 Atk / 4 Def / 252 Spe,Jolly,,Close Combat,Memento,Knock Off,Zen Headbutt,PASS,0,0,0,0,0,0
Probopass,476,Rock,Steel,PU,COMMON,,Leftovers,Sturdy,252 HP / 252 SpD / 4 Spe,Calm,0 Atk,Flash Cannon,Volt Switch,Stealth Rock,Toxic,PASS,0,0,0,0,0,0
Probopass,476,Rock,Steel,PU,COMMON,,Quick Claw,Sturdy,252 HP / 252 Atk / 4 Def,Brave,,Explosion,Rock Blast,Volt Switch,Stealth Rock,PASS,0,0,0,0,0,0
Probopass,476,Rock,Steel,PU,COMMON,,Life Orb,Magnet Pull,252 SpA / 4 SpD / 252 Spe,Modest,0 Atk,Rock Polish,Power Gem,Flash Cannon,Earth Power,PASS,0,0,0,0,0,0
Probopass,476,Rock,Steel,PU,COMMON,,Air Balloon,Magnet Pull,168 HP / 172 SpA / 168 Spe,Modest,0 Atk,Power Gem,Stealth Rock,Magnet Rise,Earth Power,PASS,0,0,0,0,0,0
Probopass,476,Rock,Steel,PU,COMMON,,Leftovers,Magnet Pull,168 HP / 172 SpA / 168 Spe,Modest,0 Atk,Volt Switch,Flash Cannon,Earth Power,Thunder Wave,PASS,0,0,0,0,0,0
Probopass,476,Rock,Steel,PU,COMMON,,Leftovers,Magnet Pull,168 HP / 172 SpA / 168 Spe,Modest,0 Atk,Stealth Rock,Flash Cannon,Hidden Power [Fire],Earth Power,PASS,0,0,0,0,0,0
Dusknoir,477,Ghost,,PU,COMMON,,Leftovers,Pressure,252 HP / 252 Atk / 4 Def,Adamant,,Focus Punch,Will-O-Wisp,Substitute,Shadow Sneak,PASS,0,0,0,0,0,0
Dusknoir,477,Ghost,,PU,COMMON,TRICK,Mental Herb,Frisk,252 HP / 252 Atk / 4 Def,Brave,0 Spe,Memento,Trick Room,Shadow Sneak,Earthquake,PASS,0,0,0,0,0,0
Dusknoir,477,Ghost,,PU,COMMON,,Leftovers,Frisk,252 HP / 252 Atk / 4 Def,Relaxed,,Shadow Sneak,Ice Punch,Earthquake,Will-O-Wisp,PASS,0,0,0,0,0,0
Dusknoir,477,Ghost,,PU,COMMON,,Life Orb,Pressure,252 HP / 252 Atk / 4 Spe,Adamant,,Shadow Sneak,Sucker Punch,Earthquake,Ice Punch,PASS,0,0,0,0,0,0
Dusknoir,477,Ghost,,PU,COMMON,TRICK,Life Orb,Frisk,252 HP / 252 Atk / 4 Def,Brave,0 Spe,Trick Room,Ice Punch,Shadow Sneak,Earthquake,PASS,0,0,0,0,0,0
Dusknoir,477,Ghost,,PU,COMMON,,Choice Band,Frisk,252 HP / 252 Atk / 4 SpD,Adamant,,Trick,Shadow Sneak,Earthquake,Ice Punch,PASS,0,0,0,0,0,0
Froslass,478,Ice,Ghost,PU,COMMON,,Leftovers,Cursed Body,252 HP / 4 Def / 252 Spe,Timid,0 Atk,Spikes,Taunt,Will-O-Wisp,Hex,PASS,0,0,0,0,0,0
Froslass,478,Ice,Ghost,PU,COMMON,,Life Orb,Cursed Body,4 Def / 252 SpA / 252 Spe,Timid,0 Atk,Taunt,Spikes,Ice Beam,Shadow Ball,PASS,0,0,0,0,0,0
Froslass,478,Ice,Ghost,PU,COMMON,,Icium Z,Cursed Body,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Shadow Ball,Will-O-Wisp,Spikes,Ice Beam,PASS,0,0,0,0,0,0
Froslass,478,Ice,Ghost,PU,COMMON,,Ghostium Z,Cursed Body,4 Def / 252 SpA / 252 Spe,Timid,0 Atk,Spikes,Shadow Ball,Ice Beam,Destiny Bond,PASS,0,0,0,0,0,0
